bean	35236,42286,42281,11199,16072,16071,19268,16075,16074,21080,11052,11053,11054,21085,21086,11058,16375,06117,16372,11726,16302,06190,11727,16315,11899,16073,36418,16056,11723,19279,06622,06437,16146,21264,22928,21076,16570,11050,16068,22969,11029,16172,16173,16171,11728,11729,06731,11056,16360,06402,06406,06404,22917,06454,21064,21065,21062,21063,21060,21061,11037,22993,11033,11030,11031,16320,42182,11038,11039,16381,16067,16384,43112,36045,16145,11933,11932,16326,16325,16323,11733,03092,11732,16328,06007,06006,06004,16403,16350,06414,16083,11896,16081,22904,16084,43125,21515,11595,16010,11597,11596,16015,16014,16017,16016,16019,16018,11599,36037,06002,16331,16333,16335,16336,16337,16136,16134,16135,16133,16082,06398,16338,16436,16434,06396,03093,43449,03091,22979,03096,16002,16003,16001,16006,11626,16004,16005,16080,16008,16009,16007,36413,11973,16345,16347,16346,16341,16343,22123,16348,11200,11061,11060,11063,11062,11731,11730,16039,16038,16037,16036,16035,16034,16033,16032,16031,16030,16059,16058,16054,16057,22918,16051,16050,16053,16052,16357,16353,43312,16103,16358,16359,16011,16316,16317,16028,16029,11724,11725,11722,22911,11720,11721,16020,16021,16022,16023,16024,16025,16026,16027,16200,16201,16202,16203,16204,16048,16049,16046,16047,16044,16045,16042,16043,16040,16041,11047,11046,11045,11044,11043,11040,11032,16368,11049,11048,36405,36406,36408,11713,11717,11716,11715,11714,11653,11719,11718,11654
beef	23612,13357,23519,13356,13809,23363,23362,23448,23449,23367,23366,23365,23364,23442,23443,23440,06116,23446,23447,23444,06505,06471,07931,23049,23180,13805,13020,06595,36060,23047,19407,07934,07945,06475,13166,06980,13165,13597,23513,13498,13596,23042,03042,03043,03044,03045,13804,23515,23135,06437,06434,06985,06432,23040,23041,23626,23104,13401,13499,13883,23598,23481,13807,23361,06026,23360,13786,23220,13019,07068,07042,07043,13452,23127,21087,13888,13450,21068,13408,21066,21067,13425,13424,13423,13422,13421,13420,23441,23126,07062,07941,13492,07038,23445,13904,13905,13906,13907,13900,13901,13902,13868,13867,13866,13865,13864,13908,13862,13861,13860,22908,23098,23549,23091,23090,23541,23540,23547,22905,23545,23096,13438,13339,13338,23120,13439,13813,13332,13331,13330,13337,23251,13335,13334,23064,23065,23066,23250,23060,23061,23149,23148,23147,23146,06978,23143,23142,23189,23140,23327,23326,23123,23324,23323,23322,23321,23320,06091,13878,06097,13956,23248,23249,13493,23244,23245,23246,23247,23240,23241,23242,23243,23258,13825,23392,23393,23390,23391,42129,23394,23395,23398,23399,13800,06387,23298,06327,36061,06388,06389,23433,23432,23431,23430,23437,23436,23435,23434,06472,23439,23438,06476,13649,13648,13885,13884,13887,13886,13881,13880,13935,23182,06982,23584,13889,23181,13417,23521,23229,22928,07202,23301,13055,07008,23604,23055,13818,23605,13952,07001,07002,23184,07004,23606,13497,23222,23607,21064,23223,13500,13501,13502,23637,23601,06076,23221,06072,06742,06070,06071,23226,23603,06375,23227,07200,23633,23303,03041,23225,13333,13824,13948,13949,07918,23059,23058,23509,23508,13940,23506,23057,13943,23503,23502,23501,23052,13474,13232,07201,06075,13470,07078,21265,13378,07075,07077,07076,13373,13372,07073,07072,13490,42262,21063,23200,23201,23202,13830,13831,13832,13833,23325,13838,13839,23590,23591,23619,23618,23594,23595,23596,27045,22939,23599,23611,23610,23617,23616,23615,23614,42161,13419,22929,23552,21260,21261,23114,13488,23116,23117,23110,23111,23299,23124,13481,23296,13483,13482,13485,13484,13487,13486,23477,23476,23475,23474,23473,23472,23471,23470,23121,07205,23291,23479,23478,23275,23274,23277,23276,23378,23379,23273,23272,23374,23375,23376,23650,23370,23371,23372,23373,13156,13098,13150,13096,13097,13095,13326,13158,13395,35186,23627,13396,13391,13390,13393,13392,23582,13399,13398,23528,07226,23646,13870,06409,23080,07227,22402,13829,23161,23081,23160,06032,13882,06457,23163,13329,13023,23507,23647,07924,36603,23054,23409,04606,13828,23164,23056,23167,07037,07039,23051,23166,23050,23425,23169,32009,23168,13430,13432,32007,32000,32001,13436,23356,06324,13491,23458,06241,13496,06329,13477,13494,21080,07928,23369,23554,13879,13973,23557,23129,23128,23659,23658,23125,23656,23655,23654,23653,23652,23651,23122,13324,13325,23088,13327,13320,13321,13322,13323,23082,23083,13285,13284,23086,23087,23084,23085,23600,23162,13449,13448,13445,13444,13447,13446,13441,13440,13443,13442,23158,23159,23358,03003,23150,23053,23152,23359,23154,23155,23156,23157,23330,23331,23332,23333,06146,06147,23336,06145,23338,23339,23239,07247,07244,07242,07243,07241,23231,23230,23233,23232,23235,23234,23237,23236,23309,23153,07083,03049,23308,23461,23329,07917,21125,06444,23576,13428,13650,23344,23347,23346,23341,23340,23343,23342,23424,23334,23426,23427,23349,23348,23422,23335,13896,13897,13894,13895,13892,13893,13890,13891,23577,23337,13898,13899,23307,13827,23466,23368,19002,04001,23620,23302,23238,13826,13148,13149,13934,43417,13808,13834,13975,23048,13835,23046,23511,23044,23045,23514,23043,23516,23517,13368,13369,21082,13402,13405,13404,13407,07069,13360,13361,13362,13363,13364,13365,13366,13367,13386,07915,23105,13387,13801,23609,23328,13803,23377,13382,13802,13383,13841,13840,13843,13842,13845,13844,13847,13846,13849,13848,23608,06749,23657,23569,23568,13928,13929,13926,13927,13924,13925,13922,13923,13920,13921,13319,13318,23638,13317,23592,23288,23289,07925,23593,23165,07922,07921,07920,23280,23281,23282,23283,23284,23285,23286,23287,23460,06958,13914,23463,23464,23465,14114,23467,23468,23469,13913,23597,07954,23266,23267,23264,23265,23262,23263,23260,23261,23139,23300,04550,13974,23305,13937,23268,23269,23567,13869,13147,13912,13931,13903,13930,13371,13228,13384,03287,13933,13380,13381,13932,13227,13389,13863,13909,23415,23414,23417,23416,23411,23410,23413,23412,06415,07959,23419,23418,13971,06008,23279,23099,13910,13821,13970,23278,07022,07023,07020,07021,07912,03047,23304,03290,23566,13523,21486,23531,23636,23093,13916,07913,23092,06317,23583,23602,23115,23095,06251,07937,23094,13977,23137,06009,07900,13972,06547,13955,23648,13963,23523,13961,23525,13967,23558,13965,23640,07905,13968,13969,23132,23133,23130,23131,13351,13350,13353,13352,13355,13354,07091,07090,13359,13358,13293,13294,23295,42241,23345,13595,23294,23559,13459,13456,23293,13454,13455,13871,13453,23405,13598,23002,23003,23000,23001,23006,23007,23004,23005,23428,23008,23290,07916,23429,13791,13795,13797,13796,13799,13798,13872,22529,06170,23183,07272,23228,07270,23187,23186,23185,07274,23635,23634,07279,23188,23631,23630,23224,23632,13819,23297,13873,23420,23421,13957,23067,03002,23423,13067,13816,23062,13874,13066,23134,23063,07956,13065,13979,23459,23357,23354,23355,23352,23353,23350,23351,23451,23450,23453,23452,23455,23454,23457,23456,13070,23144,13875,13328,23068,23112,13370,23069,23141,23565,23271,06997,13814,23270,13876,23660,23113,03055,03054,03053,03052,06426,13069,23564,13068,13815,13877,07050,13377,21071,21070,13451,13001,13000,13002,13812,23292,23079,23078,23073,23072,23071,23070,23077,23076,23075,23074,07065,13413,13410,13411,13416,23480,13414,13415,21075,13418,21076,07057,07056,21073,21072,13375,07007,23462,13495,13520,23561,13823,13810,21086,07237,13853,13850,13851,07233,07940,13854,13855,06739,13858,13859,23560,13817,13919,13918,13811,23578,23579,22917,21210,23574,23575,23572,23573,23570,23571,42188,13394,23563,23172,23173,23170,23171,23176,23177,23174,23175,23178,23179,23119,23562,23253,23252,23318,23319,23257,23256,23255,23254,23312,23313,23310,23311,23316,23317,23314,23315,13985,13980,13981,13982,13983,23381,23380,23383,23382,23385,23384,23387,23386,23389,23388,13231,13236,13235,13852,23581,16527,23192,23580,06733,23406,23407,23404,06398,23402,23403,23401,06461,13856,13478,23624,23408,13857,23625,07231,23193,23089,23622,23623,23097,16007,13946,13479,23621,13047,23397,23151,07019,23649,07016,07015,13806,13519,13822,06061,13820,06044,13954,43384,13426,43432,23533,23109,23108,23536,13959,13958,23103,23102,23101,23100,23107,23106,13951,13950,13342,13343,13340,13341,13346,13347,13344,13345,07088,13348,13911,13469,13468,23138,13463,13917,13460,13467,13466,13465,13464,13388,23136,13915,23039,23038,23037,23036,23035,23034,23033,23032,23031,23030,23217,23216,23215,23214,23213,23259,13788,23219,23218,23587,23586,23585,13473,23198,23199,23628,23629,23194,23195,23196,23197,23190,23191,23589,23588,13647,23613,36403,42179,23118
beet	11735,11087,03098,11605,11734,11736,11082,11081,11080,11609,11086,11084
beetgreen	
beetroot	
bellpepper	
berry	19363,18490,19269,08691,14611,09514,08589,08663,28034,18501,35133,08608,08629,08239,08621,08383,25062,14623,08274,08273,08347,14607,28172,03995,28001,35001
biscuit	21008,21009,16603,21002,21003,21004,21005,21006,21007,18013,18012,18011,18010,18017,18016,18015,18014,18150,21142,18634,18633,08505,18996,18995,18615,03216,18009,21361,21360,21362,21415,16598,03997,21419,18629,08147
blackbean	
blackberry	09042,09043,09048,09046,35015
blackeyedpea	
blackpepper	
blacktea	
bloodorange	
blueberry	08538,18477,18476,19327,18294,25018,16257,09054,28018,28164,08487,18978,18938,18939,35017,18507,44158,08603,18386,09053,03165,18306,18305,03164,08673,09050,08689,09052,09055,18566,09163,18999,08192,08617,35155,18362,18940,43537,28009,28003,09352,09353,18278,18277,18275,18274
bokchoy	
boysenberry	09057,09056
bran	08247,08029,43495,18050,08005,08696,08352,08261,18059,08244,18037,20015,18038,20077,08700,08484,20033,04037,20034,08023,08363,08504,18388,08236,18384,08380,43393,08240,08018,18049,18284,18283,18345,18007,18066,20060,08599,43245,08231,08061,08060
bread	35234,08417,18019,18953,18051,18954,18955,18050,18385,18384,18383,18059,18967,18963,35140,18416,18414,18413,18412,04546,18376,18078,18071,21210,21213,18075,21214,18077,18076,18971,18972,18084,18085,18080,18081,18082,08687,18068,18069,18060,18061,18066,18064,18065,18057,18055,18053,11948,35187,21126,21125,21124,11940,18040,18041,18042,18043,18044,18045,18047,18048,18049,20083,20129,18079,28306,28307,28285,28287,28286,28288,18035,18037,18036,18030,18033,18032,18039,18038,35240,18070,36416,36415,18027,18024,18025,18022,18023,18073,18021,18028,18029,18432
breadfruit	09059,12158,12003,12001
brisket	13975,23659,23658,13367,13950,13368,13369,23448,23449,13346,23595,23596,23401,23613,23634,23615,23632,13023,23403,13803,23399,13485,13165,13904,23660,13804,13805,13808,23451,23450,13807,13806,13372,13371,13370,13597,13596,13595,13343,13983,23402,13055,13347
broccoli	11094,11095,11096,11097,11090,11091,11092,11093,06546,06014,06392,11740,11741,11742,11743,11744,06333,03298,21133,06215,22535,06209,03959,06584,06589,11739,11969
broth	14114,06615,06091,06481,06480,06357,06013,06350,06076,06194,06075,06072,06032,06055,06057,05338,06963,06984,06475,06609,06008,06080,05277,06432,06081,06472,06470,05311,06476,06413,06183,06365,06970,05284
brownie	21027,08667,18196,18614,28298,28117,18632,18152,18151,18154
brownrice	
brusselssprout	
buckwheat	20010,19052,18295,20011,19817,20009,20008
burrito	21065,21064,21340,21069,22918,21063,21066,21264,21068,21265,22917,21067,21266,21267,21062,22928,21060,21061
butter	18155,11381,11385,11387,28059,18215,18421,01145,12171,19150,04656,04657,04651,42291,08012,04601,11379,11373,11372,19896,18418,28225,18985,18989,18988,16098,12588,43214,18378,28290,01002,01003,01001,19701,11934,25007,08682,18186,18189,18188,18185,18187,18612,19161,08221,16397,16150,08634,16399,16155,16156,11948,21128,08351,04602,11940,18190,19910,19086,19113,28256,28257,19294,28095,28098,19409,42139,18201,12088,18121,06264,25026,19102,28301,28265,16167,19027,19026,19021,21023,18239,19241,04501,18231,19249,18234,12198,12540,12195,25014,12695,04585,12698,19420,42148,12166,16097,28074,28110,04573,04572,19252,28293,21019,19880,18541,12040,27059,28100,16398,11393,11392,18120,28208,28271,12169
butterbean	
butternut	11866,12084,06509,11867,11488,11487,11486,03114,11485
cabbage	11503,11119,11110,11113,11112,11115,11114,11117,11116,11873,11970,11120,11109,11755,11754,11753,11752,11751,11750,43144,43143,11749,11504
cake	04548,15142,21046,18453,18092,18451,18090,18097,18096,18095,18116,18117,18114,18112,19819,18110,42204,18134,18135,19816,19817,18156,18131,18119,18142,18957,18954,28168,19051,19052,19053,18420,18086,18087,19036,18133,18088,19818,28296,28297,18651,20084,18139,18121,19800,18127,18126,21305,18102,18141,18140,18128,18144,18146,19419,18120,19416,18419,18418,21307,18101,19413,19414,04586,18271,21306
candyapple	
cantaloupe	09181
caper	02054
caramel	19364,28289,19187,21335,25015,19076,19074,19231,19232,43031,43506,19152,19256,21032,21343,19094,19160,28029,08596,28005,19895,19436,28081
caramelapple	
carrot	11131,18092,11322,11323,43312,11130,03099,11683,11816,11817,11760,42316,06625,03290,11124,11125,11126,11318,11128,03100,11757,11759,11758,11960,11655
cashew	12085,12086,12087,12588,12088,28124,12586,12585
cassava	11134,25050
casserole	
cauliflower	11965,11137,11136,11135,11967,11762,11983,11761,11968,11138
caviar	15012
cayennepepper	
celery	06334,11144,02007,11143,06210,06218,06010,11557,44055,06987,06410,11764
cereal	08249,08243,08240,08247,08245,08244,08649,08648,08647,08646,08645,08643,08642,08641,08640,08159,08018,08019,08544,08017,08014,08015,08012,08013,08010,08011,08157,08635,08493,08491,08494,08495,43570,08598,08160,08161,08164,08165,08047,08168,08169,08388,08389,08386,08387,08384,08383,08380,03996,43495,08290,08113,08116,08578,08614,08615,08616,08617,08610,08611,08599,08613,08597,08596,08595,08594,08593,08592,08591,08590,08206,08204,08202,08200,08575,08574,08577,08576,08478,08573,08476,08579,08471,08189,08180,08182,08183,43544,08500,08501,08050,08504,08057,08506,08507,08508,08509,08058,08059,43393,08542,08543,42265,42261,08376,08370,42285,42284,03205,03201,03197,03194,03195,03192,03193,03190,03191,03198,03199,08696,08505,08054,08122,08691,08692,08693,08658,08659,08651,08652,08653,08654,08655,08656,08657,08539,08538,08029,08028,08531,08020,08025,03704,08629,08628,08252,08625,08156,08627,08621,08259,08444,08449,08435,08436,42236,42237,08231,43245,08268,08267,08261,08263,08262,43241,08588,08589,08663,08662,08665,08667,08666,08669,08668,08582,08583,08584,08586,08587,08218,08210,08211,08214,08215,08216,08409,08567,08562,08560,08561,08402,08568,08569,03690,03693,03694,03696,08104,08105,08106,08107,08100,08101,08102,08103,08067,08066,08065,08064,08061,08060,08314,08316,08319,08318,08085,08084,08087,08081,08083,08082,08089,08363,08365,08366,42297,14237,14236,43218,08138,08702,08703,08700,08701,08706,08707,08704,08705,08045,08683,08682,08681,08680,08687,08686,08685,08684,08689,08688,08130,08133,08132,03965,08148,08220,08225,08639,08637,08634,08143,08144,08633,08146,08147,08452,08453,08450,08451,08351,08353,08352,08355,08354,08459,08034,08035,08037,08030,08031,03712,08038,08039,42240,14421,08221,19134,08661,08660,08277,08274,08272,08273,08270,08271,08228,08142,08672,08673,08670,08671,08676,08677,08674,08675,08632,08678,08679,08145,08631,08553,08550,08554,08005,08410,08411,08001,08417,08003,08002,03689,03682,03681,03686,03685,08481,08484,08487,08489,08488,08078,08173,08172,08177,08071,08073,08074,08077,08305,08309,08096,08094,08092,08093,08090,08091,08390,08393,08288,08286,08284,08698,08699,08128,08129,08694,08695,08124,08697,08690,08123,08120,08121,08023,08609,08608,08236,08603,08602,08239,08605,03711,08463,08462,08348,08349,08032,08469,08346,08347,08192,08191,08537,08194,08513,08512,08511,08046,08049,08048,08069,08068,03211,03210,03212,08549,03185,03184,03187,03186,03181,03189,03188,03956
chard	11147,11148,11765
cheddar	18984,18987,18983,01182,06038,43278,28050,28254,01009,28186,28258,28239,18976,43398,42117,01260,01169,01168,01265,07918,06383,07917,08094,28237,22535,25023,28240,19049,28249,22962,01259,28049,03959,42205,01270,42258
cheese	21486,21487,16603,21507,21007,21273,22930,21271,06930,06353,21085,21086,21087,07211,01061,21279,43379,22537,18953,01189,43278,28051,06211,43273,21071,21064,43276,43275,43274,18225,21117,21262,03304,36061,01161,01260,43340,01266,01265,01188,21345,43589,03046,08094,32022,21078,01146,21075,21074,21077,21076,21260,21261,21073,01018,21080,01253,01252,01251,07218,01015,01014,01017,01016,01011,01010,01259,42192,36053,36052,36051,36050,36611,36056,36055,36054,18984,06014,01156,01157,01186,21473,43597,18987,18986,07040,07940,18983,21106,06720,21475,01023,18988,21474,06411,18995,32017,32016,22919,18355,18927,32019,21065,22910,21505,22996,06038,21278,01008,01009,21462,01007,18972,21461,22918,07234,01182,43299,18241,36049,18245,22247,01168,36040,01013,01159,18996,07033,07032,21116,06584,43405,07920,08449,21147,19444,42205,21327,06215,04539,18103,32004,01012,32006,32007,21057,43020,01039,01038,21512,28244,19049,21511,01033,01032,01031,01030,21053,01036,01035,01034,21290,21293,21292,21295,21294,21299,21242,22901,21235,08450,07236,18215,18214,36613,21239,01024,01025,01026,01027,01020,01021,01022,07252,06392,01185,36060,01028,01029,06546,21104,42235,03090,28256,01227,21329,28258,22976,22970,19057,21283,21286,21287,43398,06011,01228,01229,06384,21224,21225,21383,21131,21132,21133,21134,21385,21384,21301,21300,21272,21305,01190,01191,01192,21476,28303,36017,21255,03089,21254,28265,01005,22960,01215,42153,42155,07917,21022,03048,21082,21021,21253,18233,01037,32005,18230,21307,36409,01042,01043,01040,01041,21148,01044,21252,21145,01048,43352,22959,36003,21020,18965,36009,42258,21277,01165,01164,01167,01166,01208,01209,07016,01204,43396,21061,32014,36609,07918,01019,21504,21014,21013,21012,21011,27053,27052,11555,21243,21240,21241,16598,21360,01169,42304,21068,21411,21410,28139,42303,42117,06208,01006,28049,07245,18434,19434,01271,01270,01004
cheesecake	28076,18148,18147,28077
cheesespread	
cherry	14030,09001,03268,19873,21069,09044,08693,09098,16256,43098,03224,03225,03222,18938,18939,18444,09076,09075,19314,09073,09072,09071,09070,09367,09106,09105,09104,09103,09102,09101,09100,18481,09328,03145,03144,18309,19092,18308,09099,18095,18362,09097,43535,09096,19067,09074,09362,09063,09064,09065,09066,09067,09068,14078
chestnut	12101,12100,12097,12095,12094,12167,12175,12096,12093,12204,12099,12098,12202,12203
chicken	05309,43373,06119,06502,05307,21404,21405,21406,21407,21401,21402,21403,06590,05012,06989,06986,06984,06983,05014,06343,05018,06439,06029,06183,05308,06023,06022,06025,06024,36614,36617,36619,36618,21102,06120,06337,06336,06330,07223,06726,05138,06725,05136,05137,05134,05135,05132,05133,05130,05131,07940,05013,22906,05002,05003,05000,05001,05006,05007,05004,05005,05008,05009,21440,21441,21442,21443,07251,07250,07253,07252,21446,22978,27008,22975,27007,36023,36020,36027,36024,05356,05357,05352,05353,05351,22535,06470,05358,05359,21435,21434,21437,21436,21431,21430,21433,21432,21439,21438,06974,06970,03070,03073,03072,03075,03076,07200,05079,05078,03298,05073,05072,03297,05070,05077,05076,05075,07915,42262,05093,05671,05673,05672,05675,05674,05677,05676,05679,05678,21488,05109,21378,07960,27044,07210,21376,21377,05097,05096,06537,18567,05319,05312,05313,05310,05311,05314,21471,21470,21472,06399,05346,36057,06587,36059,36058,06543,05343,05342,06393,06400,06405,06392,07227,21508,05348,36604,06395,07923,05071,32006,05074,21054,06325,06320,06242,06245,06244,06328,43128,07961,05108,21230,05103,05102,05101,05100,05107,05106,05105,05104,06528,05039,05038,05037,05036,05035,05034,05033,05032,05031,05030,05747,05746,05749,05748,06149,05688,21309,07249,36015,36010,21418,06208,05362,05361,05693,05692,21424,05690,21422,21421,07018,21428,21429,06966,03068,03069,21468,06041,06047,43008,06363,06365,43410,21487,22999,21465,06216,06212,06219,05661,06740,05099,05098,07209,05091,05090,21266,05092,05095,05094,21262,07205,05064,05065,05066,05067,05060,05061,05062,05063,05068,05069,07928,05326,05324,05323,05320,06483,06482,04542,06480,06955,07224,22995,21469,22992,22991,22990,21462,21461,21466,21467,21464,22998,03303,06418,06419,06416,06417,06412,06413,07021,07024,03013,03012,03014,06311,06315,06314,03274,05059,05058,05055,21229,05057,05056,05051,05050,05053,05052,06481,07906,05028,05029,05020,05021,05022,05023,05024,05025,05026,05027,06172,07271,21256,07277,27021,27022,05347,21259,22958,36005,22952,22951,22950,22954,05114,05115,05116,05117,05110,05112,05113,05118,05119,21426,21427,05691,05277,21425,21417,05689,05684,05685,05686,05687,05680,05681,05682,05683,06999,07959,06357,06423,06350,06195,06194,06058,06054,06057,07952,32020,07053,21444,21445,05129,05128,07231,06736,05125,05124,05127,05126,05121,05120,05123,05122,05088,05089,05082,05083,05080,05081,05086,05087,05084,05085,05011,05010,07932,07933,05015,07935,05017,05016,05019,06586,05332,05333,05334,05335,05336,05337,05338,05339,06084,06128,06082,06081,06080,21457,21456,21459,21458,22980,22981,22982,22983,22984,22985,22989,21244,27013,21245,22974,36034,16526,05345,05344,06012,06013,05341,06015,06016,06017,06018,06019,06391,05349,06396,06548,06549,06497,36629,36626,36621,36623,21035,21036,07017,06734,06309,06062,07909,05048,05049,05046,05047,05044,05045,05042,05043,05040,05041,07083,05054,21246,22945,22946,22947,22943,21490,22949,36401
chickpea	16606,16058,16057,16056,16357,16360,16157,16358,16359
chili	16059,21042,11820,06398,21084,21068,21067,11980,21065,21062,22911,11329,02009,06961,06962,43112,11819,06454,16510,21119,21134,06437,16597,22904,21073,21072,11670,22969,02076,36019,06026,06426,06972,36037
chilipepper	
chip	25028,42283,18158,18159,19810,19811,28054,28055,28056,18951,19010,28052,28053,28186,28187,28058,28059,28180,18422,28104,28102,28103,28217,19405,19404,28211,25063,18165,18164,18163,18161,18160,19063,19062,28027,28028,28130,19410,19411,19412,25059,25050,19879,18378,19017,28125,18992,25040,19440,25046,19444,28057,19445,28221,28188,19046,19045,28189,19043,19042,28000,43566,18198,19857,25037,43447,25030,19058,28013,19056,19057,21030,19823,19822,25027,25025,28260,19024,19027,19400,28061,28060,28062,28004,19524,19833,25012,25064,28277,19421,19423,19422,19424,18630,18522,43364,19804,19809,28165,28195,19433,19437,28113,19003,28206,28047,19004
chive	11156,11615,21135
chocolate	18310,18312,19265,19268,18097,18096,18095,42183,18158,18159,14315,18157,28055,28056,18951,19010,16168,28052,28053,28184,28058,18422,28104,28102,28103,08177,19183,01263,19157,19404,43078,19701,18167,18166,18482,18164,18163,19279,18161,18160,19270,18168,43260,19372,42131,14063,08658,19062,25004,28027,14181,28028,08652,14182,44259,18251,19301,19896,28130,19149,19146,28221,28220,19899,19140,19141,28296,28294,01187,19878,19879,19252,18378,28293,01240,19017,01243,19077,19895,42186,42187,19078,42185,14197,14195,19897,16237,19213,28125,28126,43506,18612,25020,18993,28299,14043,19190,19440,25045,25009,18105,28057,18101,43205,19884,16240,19114,19164,25021,19026,28004,28000,28087,01237,01236,18165,42139,42227,42272,44061,08631,18608,19189,19348,18198,18199,19182,19393,19188,19081,19184,19185,18112,16231,19087,19917,19916,19292,19110,01105,01104,01103,01102,28013,01222,28195,43031,21030,19409,19249,16166,44260,18127,19822,19902,19903,14316,14317,16227,19904,19905,01110,19100,19101,14422,14423,19105,18640,08594,08593,28261,28260,19226,08513,08512,19221,19220,19024,19027,19152,28061,28060,28062,19083,19328,19080,19241,19240,19405,19345,28289,19327,25018,25010,25017,19894,25006,43541,28279,28165,19139,08669,28272,19134,19132,28277,42148,42074,19235,19236,18630,28076,14054,44258,18522,01202,19143,19256,28297,19254,19255,25060,28217,19379,19326,19886,19258,19093,14080,14083,19893,28078,18140,08707,08672,21412,18943,28040,19120,19123,19124,19126,19127,28114,28111,28113,14318,28206,28047,01235
chorizo	07019
chow	36624,20113,36623
chutney	
cider	02048
cilantro	06598,11165
cinnamon	08539,18494,18479,18478,08128,08129,08694,02010,08353,08579,08263,28183,18173,18358,18356,18357,08661,08665,08649,08666,28011,08124,08702,08642,18635,28105,18246,18247,18244,28101,08210,08602,08215,08696,18997,08681,21388,08561,08688,08272,08568,18104,18107,18108,08616,18964,08611,08494,28007,08595,28167,28263,08590,18431,18430,08639,18417,08678
citron	
citru	14030,14640,14641,14021,14262,14263
clam	21043,15160,06529,15162,27042,27043,06545,14187,06429,06428,27009,06030,06230,06594,15157,15159,15158,06430,06431,06027,06028,06367,06364,06250
clementine	09433
clove	02011
cobbler	03227,03228,03222
coconut	18313,18314,18316,19322,19323,06618,28289,19324,19325,14090,04661,04646,28054,12114,12115,12116,12117,12118,12119,42272,12176,12177,28218,28079,18524,28212,12179,12110,19219,19191,06624,04659,04551,04047,18102,12104,22985,28197,28309,12109,12108,28132,43100
coconutoil	
cod	04589,15192,15015,15016,15017,15018,15019,15269,15268
coffee	14222,14223,14224,19268,14209,14202,14203,14201,04661,01050,43401,14415,14414,14534,14204,14237,14236,19279,14219,14218,16249,14210,14215,14214,14421
coffeecreamer	
coleslaw	43016,42230,21416,21420,21127,36028,36021,36035,36025
collardgreen	
comestible	
condensedmilk	
confectionary	
